Price,Close,High,Low,Open,Volume
Ticker,YM=F,YM=F,YM=F,YM=F,YM=F
Date,,,,,
2002-09-10,8620.0,8628.0,8496.0,8498.0,8989
2002-09-11,8552.0,8760.0,8540.0,8630.0,2872
2002-09-12,8393.0,8570.0,8350.0,8558.0,2506
2002-09-13,8327.0,8388.0,8249.0,8359.0,889
2002-09-16,8392.0,8398.0,8267.0,8333.0,1128
2002-09-17,8195.0,8600.0,8143.0,8535.0,1394
2002-09-18,8111.0,8261.0,8050.0,8137.0,811
2002-09-19,7931.0,8113.0,7925.0,8098.0,11185
2002-09-20,7945.0,7994.0,7893.0,7922.0,14919
2002-09-23,7865.0,7970.0,7760.0,7915.0,15174
2002-09-24,7678.0,7860.0,7636.0,7853.0,16823
2002-09-25,7847.0,7879.0,7604.0,7640.0,13772
2002-09-26,7952.0,7994.0,7820.0,7832.0,13189
2002-09-27,7663.0,7960.0,7656.0,7943.0,19696
2002-09-30,7570.0,7667.0,7429.0,7650.0,18422
2002-10-01,7972.0,7985.0,7530.0,7563.0,19016
2002-10-02,7765.0,7957.0,7710.0,7952.0,17830
2002-10-03,7708.0,7903.0,7667.0,7735.0,18696
2002-10-04,7550.0,7813.0,7447.0,7733.0,19524
2002-10-07,7443.0,7621.0,7388.0,7521.0,27046
2002-10-08,7510.0,7610.0,7310.0,7461.0,28684
2002-10-09,7280.0,7525.0,7253.0,7512.0,26273
2002-10-10,7505.0,7543.0,7174.0,7263.0,21781
2002-10-11,7862.0,7885.0,7461.0,7486.0,16256
2002-10-14,7858.0,7898.0,7734.0,7825.0,25833
2002-10-15,8252.0,8260.0,7863.0,7872.0,22541
2002-10-16,8038.0,8260.0,7990.0,8164.0,17626
2002-10-17,8255.0,8360.0,8140.0,8153.0,16736
2002-10-18,8295.0,8350.0,8126.0,8321.0,18177
2002-10-21,8515.0,8539.0,8210.0,8285.0,18561
2002-10-22,8445.0,8478.0,8356.0,8477.0,21982
2002-10-23,8492.0,8522.0,8276.0,8424.0,19728
2002-10-24,8275.0,8558.0,8252.0,8520.0,15899
2002-10-25,8440.0,8442.0,8237.0,8267.0,17989
2002-10-28,8378.0,8543.0,8305.0,8450.0,22063
2002-10-29,8346.0,8383.0,8163.0,8374.0,20707
2002-10-30,8410.0,8446.0,8288.0,8352.0,19724
2002-10-31,8350.0,8485.0,8315.0,8390.0,15858
2002-11-01,8490.0,8550.0,8283.0,8336.0,17020
2002-11-04,8542.0,8720.0,8532.0,8575.0,18394
2002-11-05,8648.0,8676.0,8517.0,8545.0,20877
2002-11-06,8767.0,8785.0,8566.0,8682.0,18414
2002-11-07,8574.0,8729.0,8526.0,8729.0,16820
2002-11-08,8495.0,8658.0,8480.0,8588.0,10794
2002-11-11,8355.0,8501.0,8326.0,8490.0,20434
2002-11-12,8397.0,8496.0,8347.0,8348.0,23734
2002-11-13,8425.0,8485.0,8280.0,8362.0,21554
2002-11-14,8520.0,8546.0,8390.0,8404.0,16711
2002-11-15,8566.0,8579.0,8446.0,8510.0,15641
2002-11-18,8480.0,8638.0,8471.0,8562.0,19999
2002-11-19,8485.0,8541.0,8398.0,8474.0,17961
2002-11-20,8672.0,8694.0,8434.0,8499.0,20880
2002-11-21,8859.0,8869.0,8645.0,8665.0,14874
2002-11-22,8796.0,8876.0,8788.0,8843.0,15082
2002-11-25,8827.0,8870.0,8754.0,8820.0,21563
2002-11-26,8665.0,8844.0,8660.0,8819.0,16290
2002-11-27,8927.0,8939.0,8665.0,8689.0,4811
2002-11-29,8870.0,8960.0,8850.0,8920.0,20750
2002-12-02,8870.0,9044.0,8780.0,8870.0,20807
2002-12-03,8765.0,8894.0,8718.0,8885.0,23246
2002-12-04,8743.0,8809.0,8646.0,8736.0,22277
2002-12-05,8640.0,8828.0,8605.0,8742.0,21810
2002-12-06,8657.0,8682.0,8486.0,8640.0,20667
2002-12-09,8453.0,8675.0,8441.0,8675.0,20388
2002-12-10,8555.0,8578.0,8467.0,8481.0,16717
2002-12-11,8570.0,8627.0,8485.0,8550.0,6096
2002-12-12,8541.0,8616.0,8509.0,8596.0,3135
2002-12-13,8416.0,8535.0,8398.0,8535.0,1823
2002-12-16,8633.0,8640.0,8402.0,8402.0,2765
2002-12-17,8535.0,8645.0,8521.0,8613.0,1725
2002-12-18,8454.0,8553.0,8410.0,8553.0,1527
2002-12-19,8375.0,8507.0,8329.0,8450.0,1527
2002-12-20,8375.0,8375.0,8375.0,8375.0,9822
2002-12-23,8490.0,8537.0,8442.0,8502.0,3663
2002-12-24,8430.0,8504.0,8420.0,8490.0,8904
2002-12-26,8435.0,8545.0,8385.0,8445.0,11985
2002-12-27,8270.0,8437.0,8261.0,8425.0,15439
2002-12-30,8307.0,8349.0,8235.0,8261.0,12970
2002-12-31,8331.0,8344.0,8221.0,8300.0,22036
2003-01-02,8591.0,8610.0,8316.0,8320.0,19570
2003-01-03,8604.0,8621.0,8535.0,8586.0,18817
2003-01-06,8737.0,8787.0,8561.0,8630.0,23716
2003-01-07,8750.0,8788.0,8691.0,8727.0,22104
2003-01-08,8583.0,8745.0,8561.0,8730.0,22671
2003-01-09,8741.0,8774.0,8575.0,8602.0,26266
2003-01-10,8767.0,8802.0,8639.0,8742.0,24558
2003-01-13,8777.0,8864.0,8729.0,8761.0,17999
2003-01-14,8810.0,8835.0,8727.0,8775.0,21432
2003-01-15,8731.0,8855.0,8682.0,8819.0,22764
2003-01-16,8700.0,8790.0,8655.0,8722.0,17088
2003-01-17,8583.0,8669.0,8538.0,8667.0,26077
2003-01-21,8435.0,8610.0,8413.0,8593.0,27207
2003-01-22,8300.0,8473.0,8286.0,8435.0,29332
2003-01-23,8320.0,8375.0,8239.0,8323.0,29916
2003-01-24,8113.0,8334.0,8087.0,8326.0,33020
2003-01-27,7983.0,8141.0,7935.0,8116.0,26839
2003-01-28,8045.0,8094.0,7964.0,7995.0,30611
2003-01-29,8074.0,8140.0,7880.0,8040.0,30195
2003-01-30,7900.0,8126.0,7864.0,8080.0,31632
